Article Number, Topic Feature, Tf-Idf, Sentence Position Feature, Class
20, 0.0, 0.3444267319599109, 1.0, 0
21, 0.1875, 0.13931215356132978, 1.0, 1
21, 0.1, 0.21778292563707477, 0.8461538461538461, 0
21, 0.0, 0.3858677182783895, 0.6923076923076923, 0
21, 0.18181818181818182, 0.19783286622364338, 0.5384615384615384, 1
21, 0.0625, 0.15172642633612643, 0.38461538461538464, 0
21, 0.0, 0.3381296151247115, 0.23076923076923078, 0
21, 0.0, 2.5649493574615367, 0.07692307692307693, 1
21, 0.0, 0.16483531555912515, 0.23076923076923078, 1
21, 0.047619047619047616, 0.11807749895116602, 0.38461538461538464, 1
21, 0.3333333333333333, 0.777966765758296, 0.5384615384615384, 0
21, 0.0, 0.1080650200951579, 0.6923076923076923, 0
21, 0.0, 0.2136271691526111, 0.8461538461538461, 0
21, 0.0, 0.16397468342101543, 1.0, 0
22, 1.0, 0.19384433556856462, 1.0, 0
22, 0.125, 0.23056798400353404, 0.8571428571428571, 0
22, 0.0, 0.25004278935032703, 0.7142857142857143, 1
22, 0.3333333333333333, 0.18553437890999774, 0.5714285714285714, 1
22, 0.0, 0.24323876863191418, 0.42857142857142855, 0
22, 0.09090909090909091, 0.19408638992800234, 0.2857142857142857, 0
22, 0.5, 0.20257174229684566, 0.14285714285714285, 1
22, 0.16666666666666666, 0.3435724465247729, 0.14285714285714285, 1
22, 0.2, 0.1158894974516414, 0.2857142857142857, 0
22, 0.3333333333333333, 0.16065903297737716, 0.42857142857142855, 0
22, 0.2, 0.15875582552097023, 0.5714285714285714, 0
22, 0.375, 0.16209881783675462, 0.7142857142857143, 0
22, 0.07142857142857142, 0.14079062592022315, 0.8571428571428571, 1
22, 0.15384615384615385, 0.13946515378478455, 1.0, 0
23, 0.35714285714285715, 0.1303084169638246, 1.0, 1
23, 0.25, 0.4441671525878426, 0.8181818181818182, 0
23, 0.0, 0.1336228175055245, 0.6363636363636364, 1
23, 0.0, 0.3306240274167284, 0.45454545454545453, 0
23, 0.0, 0.5308105501578357, 0.2727272727272727, 0
23, 0.2, 0.34094961844768507, 0.09090909090909091, 0
23, 0.25, 0.2284189686081114, 0.2727272727272727, 1
23, 0.6, 0.35245690134575625, 0.45454545454545453, 1
23, 0.0, 0.1950765229631595, 0.6363636363636364, 0
23, 0.0, 0.7222820708705741, 0.8181818181818182, 0
23, 0.0, 0.3425564675426243, 1.0, 0
24, 0.42857142857142855, 0.12850477786051429, 1.0, 1
24, 0.13043478260869565, 0.08471000001689812, 0.8, 0
24, 0.4, 0.26172448661576914, 0.6, 0
24, 0.2, 0.41657252705208486, 0.4, 0
24, 0.0, 0.46051701859880917, 0.2, 0
24, 0.0, 0.27065731961381656, 0.2, 1
24, 0.0, 0.46051701859880917, 0.4, 1
24, 0.1, 0.20540944280152457, 0.6, 0
24, 0.0, 0.3726280355053605, 0.8, 0
24, 0.0, 0.5756462732485115, 1.0, 0
25, 0.16666666666666666, 0.10128710865157566, 1.0, 1
25, 0.0, 0.1334123846195015, 0.8181818181818182, 1
25, 0.10526315789473684, 0.10747489588466756, 0.6363636363636364, 1
25, 0.0, 0.2918440869347059, 0.45454545454545453, 0
25, 0.043478260869565216, 0.08546685193801609, 0.2727272727272727, 0
25, 0.0, 0.25286969341379295, 0.09090909090909091, 0
25, 0.14814814814814814, 0.07081686136633204, 0.2727272727272727, 1
25, 0.0625, 0.13587033369655402, 0.45454545454545453, 0
25, 0.0, 0.20513216825183983, 0.6363636363636364, 0
25, 0.08333333333333333, 0.168127743625782, 0.8181818181818182, 0
25, 0.0, 0.2859730242316084, 1.0, 0
26, 0.16666666666666666, 0.1889072158238421, 1.0, 1
26, 0.1111111111111111, 0.22959494863533506, 0.875, 1
26, 0.125, 0.26074450522777654, 0.75, 0
26, 0.0, 0.6498254817749487, 0.625, 0
26, 0.125, 0.25624947284571753, 0.5, 0
26, 0.0, 1.0397207708399179, 0.375, 0
26, 0.0, 0.20525219392150126, 0.25, 1
26, 0.0, 0.18182749122963765, 0.125, 1
26, 0.1, 0.22062926742261868, 0.125, 0
26, 0.0, 0.19853425999828578, 0.25, 1
26, 0.125, 0.26892025747409765, 0.375, 0
26, 0.0, 0.32535479903834164, 0.5, 0
26, 0.0, 0.3536465206938496, 0.625, 0
26, 0.0, 0.21958346448451616, 0.75, 0
26, 0.0, 0.13928945492600636, 0.875, 0
26, 0.0, 0.9241962407465937, 1.0, 0
27, 0.21428571428571427, 0.14403789542746584, 1.0, 1
27, 0.0, 0.5979156405803876, 0.8461538461538461, 1
27, 0.3333333333333333, 0.6558987336840617, 0.6923076923076923, 0
27, 0.0, 1.109187883590782, 0.5384615384615384, 0
27, 0.5, 0.2701871017953687, 0.38461538461538464, 0
27, 0.0, 0.2537957615730662, 0.23076923076923078, 0
27, 0.0, 0.17768357943505717, 0.07692307692307693, 1
27, 0.0, 0.20151816602900954, 0.23076923076923078, 0
27, 0.25, 0.18982162778834588, 0.38461538461538464, 1
27, 0.0, 0.732915087079611, 0.5384615384615384, 0
27, 0.0, 0.5292523725386308, 0.6923076923076923, 0
27, 0.2, 0.30527159745669896, 0.8461538461538461, 0
27, 0.25, 0.3853408042265029, 1.0, 0
28, 0.42857142857142855, 0.1373813473777016, 1.0, 1
28, 0.0, 0.10920309834237837, 0.8181818181818182, 0
28, 0.0, 0.5561521194145961, 0.6363636363636364, 0
28, 0.16666666666666666, 0.3306240274167284, 0.45454545454545453, 0
28, 0.3333333333333333, 0.2100828304162654, 0.2727272727272727, 0
28, 0.0, 0.7222820708705741, 0.09090909090909091, 0
28, 0.25, 0.5128304206295995, 0.2727272727272727, 0
28, 0.0, 0.4441671525878426, 0.45454545454545453, 0
28, 0.0, 0.2120636400574393, 0.6363636363636364, 1
28, 0.14285714285714285, 0.26355236527919795, 0.8181818181818182, 1
28, 0.08333333333333333, 0.1653120137083642, 1.0, 1
29, 0.45454545454545453, 0.16068975623854667, 1.0, 1
29, 0.08333333333333333, 0.2036010318255456, 0.8666666666666667, 0
29, 0.1, 0.22516153819554266, 0.7333333333333333, 0
29, 0.125, 0.10109658343341839, 0.6, 1
29, 0.0, 0.4513417001837016, 0.4666666666666667, 1
29, 0.5, 0.834164715131146, 0.3333333333333333, 1
29, 0.3333333333333333, 0.4128335234859269, 0.2, 1
29, 0.14285714285714285, 0.27129369239958206, 0.06666666666666667, 1
29, 0.125, 0.09226395090697324, 0.2, 0
29, 0.0, 0.46993966145131977, 0.3333333333333333, 0
29, 0.0, 1.1807383054111187, 0.4666666666666667, 0
29, 0.09090909090909091, 0.21084203382734099, 0.6, 0
29, 0.3333333333333333, 0.5495663081065204, 0.7333333333333333, 0
29, 0.0, 0.17868536253844275, 0.8666666666666667, 0
29, 0.3333333333333333, 0.34380833876959355, 1.0, 0
30, 0.3157894736842105, 0.09510453825900117, 1.0, 1
30, 0.0, 0.20946409388260617, 0.8, 0
30, 0.0, 0.0889096137597306, 0.6, 1
30, 0.16666666666666666, 0.33399308579822834, 0.4, 1
30, 0.0, 0.20359742844937656, 0.2, 0
30, 0.0, 0.15032450295753494, 0.2, 0
30, 0.2, 0.3496134697092179, 0.4, 0
30, 0.0, 0.1692264938761561, 0.6, 0
30, 0.0, 0.32600191711901216, 0.8, 0
30, 0.1, 0.212340914607124, 1.0, 0
31, 0.25, 0.12254957856949693, 1.0, 1
31, 0.2, 0.1485393130456504, 0.7142857142857143, 0
31, 0.2, 0.27827848092147145, 0.42857142857142855, 0
31, 0.2727272727272727, 0.13549071359927425, 0.14285714285714285, 0
31, 0.25, 0.3565124409088386, 0.42857142857142855, 0
31, 0.15, 0.08650178716892491, 0.7142857142857143, 1
31, 0.09523809523809523, 0.08536334989862444, 1.0, 0
32, 0.1724137931034483, 0.06557998948417276, 1.0, 1
32, 0.2222222222222222, 0.205077088340856, 0.8181818181818182, 0
32, 0.09090909090909091, 0.18026859346540694, 0.6363636363636364, 0
32, 0.125, 0.07625170224634541, 0.45454545454545453, 1
32, 0.625, 0.1626044748912601, 0.2727272727272727, 0
32, 0.125, 0.12304449640746896, 0.09090909090909091, 0
32, 0.05555555555555555, 0.1098828223621878, 0.2727272727272727, 0
32, 0.07692307692307693, 0.15504630323551963, 0.45454545454545453, 0
32, 0.2727272727272727, 0.15551047550215083, 0.6363636363636364, 0
32, 0.03571428571428571, 0.07856618647177911, 0.8181818181818182, 1
32, 0.125, 0.27807605970729804, 1.0, 1
33, 0.5454545454545454, 0.20525219392150126, 1.0, 1
33, 0.0, 0.6309676485671205, 0.875, 0
33, 0.16666666666666666, 0.3197657876120952, 0.75, 0
33, 0.14285714285714285, 0.34537172256919313, 0.625, 0
33, 0.09090909090909091, 0.21433163432371705, 0.5, 0
33, 0.11764705882352941, 0.1425029955899258, 0.375, 1
33, 0.14285714285714285, 0.28564234701680463, 0.25, 0
33, 0.0, 0.288172502494295, 0.125, 0
33, 0.16666666666666666, 0.33531067061030134, 0.125, 0
33, 0.18181818181818182, 0.18679275407433513, 0.25, 0
33, 0.2, 0.3719438167892428, 0.375, 0
33, 0.16666666666666666, 0.37381884730807613, 0.5, 0
33, 0.06666666666666667, 0.16147260205141745, 0.625, 1
33, 0.25, 0.26651165310179675, 0.75, 0
33, 0.14285714285714285, 0.3088052027890288, 0.875, 1
33, 0.13333333333333333, 0.14613932406994373, 1.0, 1
34, 0.21428571428571427, 0.14403789542746584, 1.0, 1
34, 0.0, 0.5979156405803876, 0.8461538461538461, 0
34, 0.3333333333333333, 0.6558987336840617, 0.6923076923076923, 0
34, 0.0, 1.109187883590782, 0.5384615384615384, 0
34, 0.5, 0.2701871017953687, 0.38461538461538464, 0
34, 0.0, 0.2537957615730662, 0.23076923076923078, 0
34, 0.0, 0.17768357943505717, 0.07692307692307693, 1
34, 0.0, 0.20151816602900954, 0.23076923076923078, 1
34, 0.25, 0.18982162778834588, 0.38461538461538464, 1
34, 0.0, 0.732915087079611, 0.5384615384615384, 0
34, 0.0, 0.5292523725386308, 0.6923076923076923, 0
34, 0.2, 0.30527159745669896, 0.8461538461538461, 0
34, 0.25, 0.3853408042265029, 1.0, 0
35, 0.2, 0.08091516985405497, 1.0, 1
35, 0.18181818181818182, 0.1461231413850247, 0.75, 0
35, 0.0, 0.0974844907988381, 0.5, 1
35, 0.3, 0.13075729921599893, 0.25, 0
35, 0.0, 0.2970630773828336, 0.25, 0
35, 0.25, 0.1024285163553581, 0.5, 0
35, 0.15384615384615385, 0.1327075139399395, 0.75, 0
35, 0.1111111111111111, 0.1741951072732152, 1.0, 1
36, 0.11764705882352941, 0.12068552112845031, 1.0, 1
36, 0.11764705882352941, 0.1158886548269974, 0.8181818181818182, 0
36, 0.2, 0.2880793848483923, 0.6363636363636364, 0
36, 0.2857142857142857, 0.22243189547221304, 0.45454545454545453, 0
36, 0.0, 0.24353544174834643, 0.2727272727272727, 0
36, 0.0, 0.28890648440354716, 0.09090909090909091, 0
36, 0.125, 0.2672456350110489, 0.2727272727272727, 1
36, 0.2, 0.29958666774646353, 0.45454545454545453, 1
36, 0.0, 1.025660841259199, 0.6363636363636364, 1
36, 0.0, 0.4356345630129498, 0.8181818181818182, 1
36, 0.0, 0.568249364079475, 1.0, 1
37, 0.21052631578947367, 0.0832126490914421, 1.0, 1
37, 0.1, 0.1531377649345637, 0.75, 0
37, 0.0, 0.07828001830471948, 0.5, 1
37, 0.0, 0.16969334043879655, 0.25, 0
37, 0.2222222222222222, 0.17549585438010193, 0.25, 0
37, 0.5, 0.2135877085360269, 0.5, 1
37, 0.047619047619047616, 0.07126090857852721, 0.75, 0
37, 0.0, 0.6161308271643957, 1.0, 0
38, 0.3076923076923077, 0.1648175424097205, 1.0, 1
38, 0.0, 0.23017067031193303, 0.8, 0
38, 0.0, 0.1473443645946258, 0.6, 0
38, 0.0, 0.09885849758797954, 0.4, 1
38, 0.0, 0.2779430909400957, 0.2, 0
38, 0.0, 0.29237420779041357, 0.2, 0
38, 0.0, 0.1361073041616754, 0.4, 0
38, 0.0, 0.045163025206464306, 0.6, 1
38, 0.0, 0.1301390267683685, 0.8, 0
38, 0.0, 0.15179226863330936, 1.0, 0
39, 0.09090909090909091, 0.09951081755903611, 1.0, 1
39, 0.0, 0.4298122098251139, 0.8461538461538461, 0
